Column Names,CID,SMILES
TG-101348,16722836,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4
fenbufen,3335,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O
sulbutiamine,20055424,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOC(=O)C(C)C)SSC(=C(C)N(CC2=CN=C(N=C2N)C)C=O)CCOC(=O)C(C)C)C
nocodazole,4122,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3
amidopyrine,6009,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C
exalamide,3316,CCCCCCOC1=CC=CC=C1C(=O)N
CGS-21680,3086599,CCNC(=O)C1C(C(C(O1)N2C=NC3=C(N=C(N=C32)NCCC4=CC=C(C=C4)CCC(=O)O)N)O)O
harmane,5281404,CC1=NC=CC2=C1NC3=CC=CC=C23
TG-100801,11973736,CC1=CC(=CC2=C1N=C(N=N2)NC3=CC=C(C=C3)OCCN4CCCC4)C5=C(C=CC(=C5)OC(=O)C6=CC=CC=C6)Cl
veliparib,11960529,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N
XAV-939,135418940,C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F
PNU-37883,64393,C1CCC(CC1)N=C(NC23CC4CC(C2)CC(C4)C3)N5CCOCC5
CX-5461,25257557,CC1=CN=C(C=N1)CNC(=O)C2=C3N(C4=CC=CC=C4S3)C5=C(C2=O)C=CC(=N5)N6CCCN(CC6)C
kaempferol,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
mechlorethamine,4033,CN(CCCl)CCCl
PCI-24781,11749858,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
dapivirine,214347,CC1=CC(=C(C(=C1)C)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C
YM-976,6604918,CCC1=NC2=C(C=C1)C(=NC(=O)N2CC)C3=CC(=CC=C3)Cl
bergapten,2355,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3
valdecoxib,119607,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N
ciclopirox,2749,CC1=CC(=O)N(C(=C1)C2CCCCC2)O
BMS-754807,24785538,CC1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F
uridine,6029,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
acivicin,294641,C1C(ON=C1Cl)C(C(=O)O)N
hydrochlorothiazide,3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
CGP-52411,1697,C1=CC=C(C=C1)NC2=C(C=C3C(=C2)C(=O)NC3=O)NC4=CC=CC=C4
PFI-1,71271629,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
artemisinin,68827,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C
AR-42,6918848,CC(C)C(C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
NSC-3852,19103,C1=CC2=C(C=CC(=C2N=C1)O)N=O
pentamidine,4735,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
L-741742,133008,CC1=C(ON=C1C2CCN(CC2)CCC3=CC=CC=C3)C4=CC=C(C=C4)Cl
haloprogin,3561,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC#CI
carsalam,16258,C1=CC=C2C(=C1)C(=O)NC(=O)O2
piperazine,4837,C1CNCCN1
quinelorane,57242,CCCN1CCCC2C1CC3=CN=C(N=C3C2)N
rimonabant,104850,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl
KY02111,8582409,COC1=C(C=C(C=C1)CCC(=O)NC2=NC3=C(S2)C=C(C=C3)Cl)OC
ebastine,3191,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4
methazolamide,4100,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C
thonzonium,5456,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2
AT-7519,11338033,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl
isopropyl-myristate,8042,CCCCCCCCCCCCCC(=O)OC(C)C
aminothiazole,2155,C1=CSC(=N1)N
"L-655,708",5311203,CCOC(=O)C1=C2C3CCCN3C(=O)C4=C(N2C=N1)C=CC(=C4)OC
sulfacarbamide,11033,C1=CC(=CC=C1N)S(=O)(=O)NC(=O)N
creatinine,588,CN1CC(=O)N=C1N
naringin-dihydrochalcone,9894584,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC=C(C=C4)O)O)CO)O)O)O)O)O
everolimus,6442177,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC
BMS-345541,9813758,CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN
pepstatin,5478883,CC(C)CC(C(CC(=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)O
P5091,2819993,CC(=O)C1=CC(=C(S1)SC2=C(C(=CC=C2)Cl)Cl)[N+](=O)[O-]
aceglutamide,182230,CC(=O)NC(CCC(=O)N)C(=O)O
midostaurin,9829523,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC
dinaciclib,46926350,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO
bitopertin,24946690,CC(C(F)(F)F)OC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)N2CCN(CC2)C3=C(C=C(C=N3)C(F)(F)F)F
parecoxib,119828,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C
givinostat,9804992,CCN(CC)CC1=CC2=C(C=C1)C=C(C=C2)COC(=O)NC3=CC=C(C=C3)C(=O)NO
desoxypeganine,442894,C1CC2=NC3=CC=CC=C3CN2C1
IEM1460,3248290,C[N+](C)(C)CCCCCNCC12CC3CC(C1)CC(C3)C2
LY2365109,11552757,CC(C)(C)C1=C(C=CC(=C1)C2=CC3=C(C=C2)OCO3)OCCN(C)CC(=O)O
vardenafil,135400189,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C
tenovin-6,24772043,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)NC(=O)CCCCN(C)C
LY2603618,11955855,CC1=CC(=C(C=C1Br)NC(=O)NC2=NC=C(N=C2)C)OCC3CNCCO3
sulfamonomethoxine,5332,COC1=NC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N
isopropamide-iodide,3775,CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C
MK-0812,11180808,CC(C)C1(CCC(C1)NC2CCOCC2OC)C(=O)N3CCC4=C(C3)C=C(C=N4)C(F)(F)F
GTS21,5310985,COC1=CC(=C(C=C1)C=C2CCCN=C2C3=CN=CC=C3)OC
BAY-K-8644-(s)-(-),6603728,CC1=C(C(C(=C(N1)C)[N+](=O)[O-])C2=CC=CC=C2C(F)(F)F)C(=O)OC
pyridoxine,1054,CC1=NC=C(C(=C1O)CO)CO
FG-4592,11256664,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
NECA,448222,CCNC(=O)C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
avobenzone,51040,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC
bromocriptine,31101,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O
meisoindigo,126274,CN1C2=CC=CC=C2C(=C1O)C3=C4C=CC=CC4=NC3=O
TG-02,16739650,CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC=CC(=C4)C1
IKK-16,9549298,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC=C(C=C3)NC4=NC=CC(=N4)C5=CC6=CC=CC=C6S5
altrenogest,10041070,CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(CC=C)O
tasquinimod,54682876,CN1C2=C(C(=CC=C2)OC)C(=C(C1=O)C(=O)N(C)C3=CC=C(C=C3)C(F)(F)F)O
cinoxacin,2762,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3
sulfathiazole,5340,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2
PF-4708671,51371303,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F
I-BZA,129424,CCN(CC)CCNC(=O)C1=CC=C(C=C1)I
flurothyl,9528,C(C(F)(F)F)OCC(F)(F)F
vesamicol,659840,C1CCC(C(C1)N2CCC(CC2)C3=CC=CC=C3)O
SC-560,4306515,COC1=CC=C(C=C1)N2C(=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)Cl
berberine,2353,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC
SB-221284,443389,CSC1=C(C=C2C(=C1)CCN2C(=O)NC3=CN=CC=C3)C(F)(F)F
R-428,46215462,C1CCN(C1)C2CCC3=C(CC2)C=C(C=C3)NC4=NN(C(=N4)N)C5=NN=C6C(=C5)CCCC7=CC=CC=C76
GW-501516,9803963,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC=C(C=C3)C(F)(F)F)C)OCC(=O)O
erythrosine,12961638,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)[O-])I)I)[O-])I.[Na+].[Na+]
GSK650394,25022668,C1CCC(C1)C2=C(C=CC(=C2)C3=CNC4=C3C=C(C=N4)C5=CC=CC=C5)C(=O)O
bemegride,2310,CCC1(CC(=O)NC(=O)C1)C
emedastine,3219,CCOCCN1C2=CC=CC=C2N=C1N3CCCN(CC3)C
BAY-11-7082,5353431,CC1=CC=C(C=C1)S(=O)(=O)C=CC#N
salazodine,65707,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O
tiotidine,50287,CN=C(NCCSCC1=CSC(=N1)N=C(N)N)NC#N
JNJ-10191584,10446295,CN1CCN(CC1)C(=O)C2=NC3=C(N2)C=C(C=C3)Cl
gemcitabine,60750,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
apoptosis-activator-II,1901244,C1=CC=C2C(=C1)C(=O)C(=O)N2CC3=CC(=C(C=C3)Cl)Cl
swainsonine,51683,C1CC(C2C(C(CN2C1)O)O)O
NVP-ADW742,9825149,C1CCN(C1)CC2CC(C2)N3C=C(C4=C(N=CN=C43)N)C5=CC(=CC=C5)OCC6=CC=CC=C6
carfilzomib,11556711,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4
IBC-293,2736690,CC(C)N1C2=C(C=C(C=C2)C(=O)O)N=N1
hemomex-s,11468733,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)O)C)O)C)O)C
ammonium-glycyrrhizinate,14982,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C
PRIMA1,322968,C1CN2CCC1C(=O)C2(CO)CO
C-751,99170,CCOC(=O)C1=CN=CN1
penfluridol,33630,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
SB-228357,443390,COC1=C(C=C2C(=C1)CCN2C(=O)NC3=CC(=CC(=C3)C4=CN=CC=C4)F)C(F)(F)F
iguratimod,124246,CS(=O)(=O)NC1=C(C=C2C(=C1)OC=C(C2=O)NC=O)OC3=CC=CC=C3
nevirapine,4463,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
tesaglitazar,208901,CCOC(CC1=CC=C(C=C1)OCCC2=CC=C(C=C2)OS(=O)(=O)C)C(=O)O
CS-110266,123692,C1CCC(CC1)(C2=CC3=CC=CC=C3S2)N4CCCCC4
phloretin,4788,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O
papaverine,4680,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC
R-96544,10668211,CN1CC(CC1CCOC2=CC=CC=C2CCC3=CC(=CC=C3)OC)O
obatoclax,11404337,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C
SEW-2871,4077460,C1=CC=C(C=C1)C2=C(SC(=C2)C3=NC(=NO3)C4=CC(=CC=C4)C(F)(F)F)C(F)(F)F
ursodiol,31401,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
cefdinir,6915944,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O
L-733060,132846,C1CC(C(NC1)C2=CC=CC=C2)OCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F
lobendazole,22752,CCOC(=O)NC1=NC2=CC=CC=C2N1
SDZ-205-557,5191,CCN(CC)CCOC(=O)C1=CC(=C(C=C1OC)N)Cl
maytansinol-isobutyrate,5282049,CC1C2CC(C(C=CC=C(CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)CC(C4(C1O4)C)OC(=O)C(C)C)C)C)OC)(NC(=O)O2)O
clotrimazole,2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
ropinirole,5095,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
telbivudine,159269,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
Z160,4988454,C1CN(CCN1C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)CC(C4=CC=CC=C4)C5=CC=CC=C5
fentiazac,28871,C1=CC=C(C=C1)C2=NC(=C(S2)CC(=O)O)C3=CC=C(C=C3)Cl
pyrithione-zinc,3729132,C1=CC=[N+](C(=C1)[S-])O.C1=CC=[N+](C(=C1)[S-])O.[Zn+2]
CHIR-99021,9956119,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N
oxymetazoline,4636,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C
piperacetazine,19675,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO
atrasentan,159594,CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4
CCMI,17757386,CC1=NOC(=C1)C(=CNC2=CC=C(C=C2)Cl)C(=O)NC3=CC=C(C=C3)Cl
ibudilast,3671,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C
metacetamol,12124,CC(=O)NC1=CC(=CC=C1)O
PLX-4720,24180719,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F
metocurine,21233,C[N+]1(CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)OC)O3)[N+](CCC6=CC(=C5OC)OC)(C)C)OC)C
mocetinostat,9865515,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4
diazepam,3016,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
zaprinast,135399235,CCCOC1=CC=CC=C1C2=NC3=NNN=C3C(=O)N2
evacetrapib,49836058,CC1=CC(=C2C(=C1)C(CCCN2CC3CCC(CC3)C(=O)O)N(CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C5=NN(N=N5)C)C
PNU-22394,27559,CN1C2=C(CCNCC2)C3=CC=CC=C31
GTP-14564,3385203,C1=CC=C(C=C1)C2=NNC3=C2OC4=CC=CC=C43
regorafenib,11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F
MK-0893,11570626,CC(C1=CC=C(C=C1)C(=O)NCCC(=O)O)N2C(=CC(=N2)C3=CC(=CC(=C3)Cl)Cl)C4=CC5=C(C=C4)C=C(C=C5)OC
PRX-08066,11502243,C1CN(CCC1NC2=C3C=C(SC3=NC=N2)Cl)CC4=CC(=C(C=C4)F)C#N
perfluamine,67645,C(C(N(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)(F)F
sotrastaurin,10296883,CN1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65
filgotinib,49831257,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5
LGK-974,46926973,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4
bevirimat-dimeglumine,457928,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)OC(=O)CC(C)(C)C(=O)O)C)C(=O)O
BD-1008,126388,CN(CCC1=CC(=C(C=C1)Cl)Cl)CCN2CCCC2
estriol,5756,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O
pibenzimol,2392,CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=CC5=C(C=C4)N=C(N5)C6=CC=C(C=C6)O
stattic,2779853,C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-]
bendamustine,65628,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O
chloroxine,2722,C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1
LY2874455,46944259,CC(C1=C(C=NC=C1Cl)Cl)OC2=CC3=C(C=C2)NN=C3C=CC4=CN(N=C4)CCO
sulfametopyrazine,9047,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N
chloroxylenol,2723,CC1=CC(=CC(=C1Cl)C)O
clebopride,2780,COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3=CC=CC=C3)Cl)N
adrenosterone,223997,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4=O)C
BP-897,3038495,COC1=CC=CC=C1N2CCN(CC2)CCCCNC(=O)C3=CC4=CC=CC=C4C=C3
tyrphostin-AG-835,5328769,CC(C1=CC=CC=C1)NC(=O)C(=CC2=CC(=C(C=C2)O)O)C#N
abacavir,441300,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO
butein,5281222,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O
bropirimine,135413497,C1=CC=C(C=C1)C2=C(C(=O)NC(=N2)N)Br
firategrast,9935681,CCOCC1=CC(=C(C(=C1)OC)C2=CC=C(C=C2)CC(C(=O)O)NC(=O)C3=C(C=CC=C3F)F)OC
penicillamine-(D),5852,CC(C)(C(C(=O)O)N)S
talmapimod,9871074,CC1CN(C(CN1C(=O)C2=C(C=C3C(=C2)C(=CN3C)C(=O)C(=O)N(C)C)Cl)C)CC4=CC=C(C=C4)F
amiodarone,2157,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
pridinol,4904,C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O
PD-168393,4708,C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br
JTC-801,5311339,CCC1=CC=C(C=C1)OCC2=CC=CC=C2C(=O)NC3=CC4=C(C=C(N=C4C=C3)C)N.Cl
belinostat,6918638,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO
KB-R7943,9823846,CS(=O)(=O)O.C1=CC(=CC=C1CCSC(=N)N)OCC2=CC=C(C=C2)[N+](=O)[O-]
JNJ-7777120,4908365,CN1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)Cl
tranilast,5282230,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC
BRL-54443,2438,CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)O
2-pyridylethylamine,75919,C1=CC=NC(=C1)CCN
indirubin,10177,C1=CC=C2C(=C1)C(=C(N2)O)C3=NC4=CC=CC=C4C3=O
LY2886721,49837968,C1C2CSC(=NC2(CO1)C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)F)F)N
oxelaidin,4619,CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC
eprobemide,65659,C1COCCN1CCCNC(=O)C2=CC=C(C=C2)Cl
L-168049,5311276,CCCOC1=C(C=C(C=C1)Br)C2=C(NC(=C2)C3=CC=C(C=C3)Cl)C4=CC=NC=C4
gamma-linolenic-acid,5280933,CCCCCC=CCC=CCC=CCCCCC(=O)O
ethoxzolamide,3295,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N
fdcyd,515328,C1C(C(OC1N2C=C(C(=NC2=O)N)F)CO)O
HA14-1,3549,CCOC(=O)C1=C(OC2=C(C1C(C#N)C(=O)OCC)C=C(C=C2)Br)N
eltanolone,31402,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C
mephentermine,3677,CC(C)(CC1=CC=CC=C1)NC
propoxycaine,6843,CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC
O-1918,40469923,CC1=CC(C(CC1)C(=C)C)C2=C(C=C(C=C2OC)C)OC
uridine-triacetate,20058,CC(=O)OCC1C(C(C(O1)N2C=CC(=O)NC2=O)OC(=O)C)OC(=O)C
budipine,68778,CC(C)(C)N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3
spermine,1103,C(CCNCCCN)CNCCCN
TG-100572,11712625,CC1=CC(=CC2=C1N=C(N=N2)NC3=CC=C(C=C3)OCCN4CCCC4)C5=C(C=CC(=C5)O)Cl
digitoxigenin,4369270,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=CC(=O)OC5)O)C)O
nafcillin,8982,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
mexeneone,71645,CC1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O
digoxigenin,15478,CC12CCC(CC1CCC3C2CC(C4(C3(CCC4C5=CC(=O)OC5)O)C)O)O
folic-acid,135398658,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
benzoquinonium-dibromide,9394,CC[N+](CC)(CCCNC1=CC(=O)C(=CC1=O)NCCC[N+](CC)(CC)CC2=CC=CC=C2)CC3=CC=CC=C3
bifemelane,2377,CNCCCCOC1=CC=CC=C1CC2=CC=CC=C2
U-0126,3006531,C1=CC=C(C(=C1)N)SC(=C(C#N)C(=C(N)SC2=CC=CC=C2N)C#N)N
LB42708,10099206,C1COCCN1C(=O)C2=CN(C=C2C3=CC=CC4=CC=CC=C43)CC5=CN=CN5CC6=CC=C(C=C6)Br
dalcetrapib,6918540,CCC(CC)CC1(CCCCC1)C(=O)NC2=CC=CC=C2SC(=O)C(C)C
MK-0752,9803433,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl
olanzapine,135398745,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
ST-91,20864,CCC1=C(C(=CC=C1)CC)NC2=NCCN2
estradiol,5757,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
neostigmine,4456,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
clevudine,73115,CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F
LY2801653,44603533,CC1=CC=C(C(=O)N1C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C(C=C5C(=C4)C=NN5C)C6=CNN=C6)F
pacritinib,46216796,C1CCN(C1)CCOC2=C3COCC=CCOCC4=CC(=CC=C4)C5=NC(=NC=C5)NC(=C3)C=C2
mubritinib,6444692,C1=CC(=CC=C1CCCCN2C=CN=N2)OCC3=COC(=N3)C=CC4=CC=C(C=C4)C(F)(F)F
darapladib,9939609,CCN(CC)CCN(CC1=CC=C(C=C1)C2=CC=C(C=C2)C(F)(F)F)C(=O)CN3C4=C(CCC4)C(=O)N=C3SCC5=CC=C(C=C5)F
clofibric-acid,2797,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl
indirubin-3-monoxime,3707,C1=CC=C2C(=C1)C(=C(N2)O)C3=C(C4=CC=CC=C4N3)N=O
CP-91149,9843900,CN(C)C(=O)C(C(CC1=CC=CC=C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)Cl)O
meprobamate,4064,CCCC(C)(COC(=O)N)COC(=O)N
SPP301,9912992,CC1=CN=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=CC=NC=C3)OC)OC4=CC=CC=C4OC
phenolphthalein,4764,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
salvinorin-a,128563,CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)C4=COC=C4)C)C(=O)OC
gossypol,3503,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O
SR-95639A,195164,C1CC2=CC=CC=C2C3=NN=C(C=C3C1)NCCN4CCOCC4.Cl.Cl
FR-139317,107810,CC(C)CC(C(=O)NC(CC1=CN(C2=CC=CC=C21)C)C(=O)NC(CC3=CC=CC=N3)C(=O)O)NC(=O)N4CCCCCC4
RKI-1447,60138149,C1=CC(=CC(=C1)O)CNC(=O)NC2=NC(=CS2)C3=CC=NC=C3
prochlorperazine,4917,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
colforsin-daproate,444029,CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)OC(=O)CCN(C)C
SB-242235,9863367,COC1=NC=CC(=N1)C2=C(N=CN2C3CCNCC3)C4=CC=C(C=C4)F
